stage,eval_index,tuned_param,candidate_value,epoch,epsilon,alpha,gamma,n_episodes,min_distance,best_episode,note
phase_setup,,epsilon,,,,,,,,,"Phase 1 fixed alpha=0.3496, gamma=0.8106"
HPO_epsilon,1,epsilon,0.05,1,0.05,0.35,0.81,200,31185.0,57,
HPO_epsilon,2,epsilon,0.05,2,0.05,0.35,0.81,200,31235.0,46,
HPO_epsilon,3,epsilon,0.05,3,0.05,0.35,0.81,200,30870.0,152,
HPO_epsilon,4,epsilon,0.05,4,0.05,0.35,0.81,200,30830.0,108,
HPO_epsilon,5,epsilon,0.05,5,0.05,0.35,0.81,200,30630.0,67,
HPO_epsilon,6,epsilon,0.25,1,0.25,0.35,0.81,200,31315.0,120,
HPO_epsilon,7,epsilon,0.25,2,0.25,0.35,0.81,200,31320.0,89,
HPO_epsilon,8,epsilon,0.25,3,0.25,0.35,0.81,200,31300.0,73,
HPO_epsilon,9,epsilon,0.25,4,0.25,0.35,0.81,200,31655.0,69,
HPO_epsilon,10,epsilon,0.25,5,0.25,0.35,0.81,200,31670.0,192,
HPO_epsilon,11,epsilon,0.45,1,0.45,0.35,0.81,200,58200.0,81,
HPO_epsilon,12,epsilon,0.45,2,0.45,0.35,0.81,200,57625.0,138,
HPO_epsilon,13,epsilon,0.45,3,0.45,0.35,0.81,200,33440.0,149,
HPO_epsilon,14,epsilon,0.45,4,0.45,0.35,0.81,200,32005.0,182,
HPO_epsilon,15,epsilon,0.45,5,0.45,0.35,0.81,200,31705.0,162,
HPO_epsilon,16,epsilon,0.65,1,0.65,0.35,0.81,200,59335.0,160,
HPO_epsilon,17,epsilon,0.65,2,0.65,0.35,0.81,200,57910.0,120,
HPO_epsilon,18,epsilon,0.65,3,0.65,0.35,0.81,200,58290.0,98,
HPO_epsilon,19,epsilon,0.65,4,0.65,0.35,0.81,200,59105.0,56,
HPO_epsilon,20,epsilon,0.65,5,0.65,0.35,0.81,200,58405.0,79,
HPO_epsilon,21,epsilon,0.85,1,0.85,0.35,0.81,200,59840.0,170,
HPO_epsilon,22,epsilon,0.85,2,0.85,0.35,0.81,200,58495.0,190,
