stage,eval_index,tuned_param,candidate_value,epoch,epsilon,alpha,gamma,n_episodes,min_distance,best_episode,note
phase_setup,,epsilon,,,,,,,,,"Phase 1 fixed alpha=0.3496, gamma=0.8106"
HPO_epsilon,1,epsilon,0.05,1,0.05,0.35,0.81,200,2125.0,174,
HPO_epsilon,2,epsilon,0.05,2,0.05,0.35,0.81,200,2125.0,199,
HPO_epsilon,3,epsilon,0.05,3,0.05,0.35,0.81,200,2125.0,137,
HPO_epsilon,4,epsilon,0.05,4,0.05,0.35,0.81,200,2125.0,199,
HPO_epsilon,5,epsilon,0.05,5,0.05,0.35,0.81,200,2125.0,178,
HPO_epsilon,6,epsilon,0.25,1,0.25,0.35,0.81,200,2125.0,198,
HPO_epsilon,7,epsilon,0.25,2,0.25,0.35,0.81,200,2125.0,196,
HPO_epsilon,8,epsilon,0.25,3,0.25,0.35,0.81,200,2125.0,119,
HPO_epsilon,9,epsilon,0.25,4,0.25,0.35,0.81,200,2125.0,194,
HPO_epsilon,10,epsilon,0.25,5,0.25,0.35,0.81,200,2125.0,192,
HPO_epsilon,11,epsilon,0.45,1,0.45,0.35,0.81,200,2125.0,197,
HPO_epsilon,12,epsilon,0.45,2,0.45,0.35,0.81,200,2125.0,180,
HPO_epsilon,13,epsilon,0.45,3,0.45,0.35,0.81,200,2125.0,191,
HPO_epsilon,14,epsilon,0.45,4,0.45,0.35,0.81,200,2125.0,198,
HPO_epsilon,15,epsilon,0.45,5,0.45,0.35,0.81,200,2125.0,148,
HPO_epsilon,16,epsilon,0.65,1,0.65,0.35,0.81,200,2125.0,170,
HPO_epsilon,17,epsilon,0.65,2,0.65,0.35,0.81,200,2125.0,96,
HPO_epsilon,18,epsilon,0.65,3,0.65,0.35,0.81,200,2125.0,182,
HPO_epsilon,19,epsilon,0.65,4,0.65,0.35,0.81,200,2125.0,175,
HPO_epsilon,20,epsilon,0.65,5,0.65,0.35,0.81,200,2125.0,189,
HPO_epsilon,21,epsilon,0.85,1,0.85,0.35,0.81,200,2125.0,60,
HPO_epsilon,22,epsilon,0.85,2,0.85,0.35,0.81,200,2150.0,124,
HPO_epsilon,23,epsilon,0.85,3,0.85,0.35,0.81,200,2125.0,124,
HPO_epsilon,24,epsilon,0.85,4,0.85,0.35,0.81,200,2125.0,184,
HPO_epsilon,25,epsilon,0.85,5,0.85,0.35,0.81,200,2125.0,137,
recommendation,,epsilon,,,,,,,,,recommended epsilon set = [0.4327]
phase_setup,,alpha,,,,,,,,,"Phase 2 fixed epsilon=0.4327, gamma=0.4613"
HPO_alpha,26,alpha,0.05,1,0.43,0.05,0.46,200,2125.0,129,
HPO_alpha,27,alpha,0.05,2,0.43,0.05,0.46,200,2150.0,147,
HPO_alpha,28,alpha,0.05,3,0.43,0.05,0.46,200,2125.0,102,
HPO_alpha,29,alpha,0.05,4,0.43,0.05,0.46,200,2200.0,181,
HPO_alpha,30,alpha,0.05,5,0.43,0.05,0.46,200,2225.0,185,
HPO_alpha,31,alpha,0.25,1,0.43,0.25,0.46,200,2125.0,185,
HPO_alpha,32,alpha,0.25,2,0.43,0.25,0.46,200,2125.0,127,
HPO_alpha,33,alpha,0.25,3,0.43,0.25,0.46,200,2125.0,199,
HPO_alpha,34,alpha,0.25,4,0.43,0.25,0.46,200,2125.0,68,
HPO_alpha,35,alpha,0.25,5,0.43,0.25,0.46,200,2125.0,151,
HPO_alpha,36,alpha,0.45,1,0.43,0.45,0.46,200,2125.0,173,
HPO_alpha,37,alpha,0.45,2,0.43,0.45,0.46,200,2125.0,189,
HPO_alpha,38,alpha,0.45,3,0.43,0.45,0.46,200,2125.0,139,
