stage,eval_index,tuned_param,candidate_value,epoch,epsilon,alpha,gamma,n_episodes,min_distance,best_episode,note
phase_setup,,epsilon,,,,,,,,,"Phase 1 fixed alpha=0.3496, gamma=0.8106"
HPO_epsilon,1,epsilon,0.05,1,0.05,0.35,0.81,200,84430.0,60,
HPO_epsilon,2,epsilon,0.05,2,0.05,0.35,0.81,200,84125.0,165,
HPO_epsilon,3,epsilon,0.05,3,0.05,0.35,0.81,200,84620.0,120,
HPO_epsilon,4,epsilon,0.05,4,0.05,0.35,0.81,200,84295.0,170,
HPO_epsilon,5,epsilon,0.05,5,0.05,0.35,0.81,200,84735.0,151,
HPO_epsilon,6,epsilon,0.25,1,0.25,0.35,0.81,200,84775.0,170,
HPO_epsilon,7,epsilon,0.25,2,0.25,0.35,0.81,200,84760.0,68,
HPO_epsilon,8,epsilon,0.25,3,0.25,0.35,0.81,200,84600.0,62,
HPO_epsilon,9,epsilon,0.25,4,0.25,0.35,0.81,200,84960.0,67,
HPO_epsilon,10,epsilon,0.25,5,0.25,0.35,0.81,200,85120.0,52,
HPO_epsilon,11,epsilon,0.45,1,0.45,0.35,0.81,200,85370.0,197,
HPO_epsilon,12,epsilon,0.45,2,0.45,0.35,0.81,200,85715.0,84,
HPO_epsilon,13,epsilon,0.45,3,0.45,0.35,0.81,200,85040.0,141,
HPO_epsilon,14,epsilon,0.45,4,0.45,0.35,0.81,200,85110.0,97,
HPO_epsilon,15,epsilon,0.45,5,0.45,0.35,0.81,200,85065.0,3,
HPO_epsilon,16,epsilon,0.65,1,0.65,0.35,0.81,200,85820.0,108,
HPO_epsilon,17,epsilon,0.65,2,0.65,0.35,0.81,200,86545.0,195,
HPO_epsilon,18,epsilon,0.65,3,0.65,0.35,0.81,200,85945.0,171,
HPO_epsilon,19,epsilon,0.65,4,0.65,0.35,0.81,200,86835.0,126,
HPO_epsilon,20,epsilon,0.65,5,0.65,0.35,0.81,200,86085.0,170,
HPO_epsilon,21,epsilon,0.85,1,0.85,0.35,0.81,200,85750.0,111,
HPO_epsilon,22,epsilon,0.85,2,0.85,0.35,0.81,200,86640.0,150,
HPO_epsilon,23,epsilon,0.85,3,0.85,0.35,0.81,200,111610.0,28,
HPO_epsilon,24,epsilon,0.85,4,0.85,0.35,0.81,200,111950.0,121,
HPO_epsilon,25,epsilon,0.85,5,0.85,0.35,0.81,200,85460.0,196,
recommendation,,epsilon,,,,,,,,,recommended epsilon set = [0.6087]
phase_setup,,alpha,,,,,,,,,"Phase 2 fixed epsilon=0.6087, gamma=0.3715"
HPO_alpha,26,alpha,0.05,1,0.61,0.05,0.37,200,85940.0,142,
HPO_alpha,27,alpha,0.05,2,0.61,0.05,0.37,200,85270.0,90,
HPO_alpha,28,alpha,0.05,3,0.61,0.05,0.37,200,85580.0,104,
HPO_alpha,29,alpha,0.05,4,0.61,0.05,0.37,200,86010.0,108,
HPO_alpha,30,alpha,0.05,5,0.61,0.05,0.37,200,85430.0,159,
HPO_alpha,31,alpha,0.25,1,0.61,0.25,0.37,200,85650.0,182,
HPO_alpha,32,alpha,0.25,2,0.61,0.25,0.37,200,85285.0,147,
HPO_alpha,33,alpha,0.25,3,0.61,0.25,0.37,200,86285.0,146,
HPO_alpha,34,alpha,0.25,4,0.61,0.25,0.37,200,85560.0,58,
HPO_alpha,35,alpha,0.25,5,0.61,0.25,0.37,200,85105.0,162,
HPO_alpha,36,alpha,0.45,1,0.61,0.45,0.37,200,85530.0,195,
